hs_class,text
positive,kalau menurutku mending jokowi mundur saja deh kayak negara ini hanya diatur sama satu orang Mentri Anjing
negative,"Rachmawati Soekarno Tak Pernah Lempar Sembako untuk Rakyat ""Hati saya teriris, dianggap apa rakyat dilempar-lempar (sembako/souvenir) itu. Saya berkaca kepemimpinan ayah saya, beliau tidak pernah melakukan itu,"""
positive,Jd kesimpulannya kamu kenapa bego v?'
positive,jadi tidak nih mencalonkan calon wakil presiden nya ....mud sudah tua bangkai masih kuat cuit juga...nih.'
positive,iya anda di serang karena pandangan BEDA UNTUK BUBARKAN KPK BUKAN BENAHI KPK DAN SELAMATKAN KETUA ANDA DR KASUSNYA
negative,Meteor Garden cina sudah mulai itu ...'
positive,"2 nomer dua duanya indosat dan ada pulsanya, barusan tau kalau pulsa sudah Rp 0,- padahal tidak pernah dipake bangkai nih memang ~'"
negative,Ngga berani ngentot lobang pantatnya pantat lobang perem'
negative,Sampah visual sudah waktunya dikondisikan /'
negative,Pki bangkit??'
positive,"Allah SWT benci kafir, mengajarkan cocok cocok penis dengan banyak istri, gemar mengazab, dan menjanjikan rampasan"
negative,"BERLIN (IQNA) - Karya seni Muraqqa (album) sejak era Mongol dari Iran dan #India akan dipamerkan di Depa emen Seni #Islam di #Museum_Pergamon, #Berlin. "
positive,ANJING KOMUNIS TOLOL kau'
positive,"Hanya orang bodoh yang masih percaya bahwa prabowo benar benar dalang 98,pdahal dalang dalangnya disekitar orang jokowi,makanya saat ditanya masalah ham 98 jokowi cuma jawab ""lagi diproses"" kamu know lah pasti bohong lg. jadi o"
negative,Monyet kecil yang pas di universitas pendidikan indonesia masih hidup yi wkwk'
negative,"Adopsi Kecerdasan Buatan, Potensi Ekonomi Digital Bisa Mencapai 23 Triliun Dollar AS"
positive,Jangan mau sama dia. Burik'
positive,"Gini ya gue kasih tau ke loe. Pd bang kamu itu kasarnya ya, bisa saja jadi kesetnya jeyepe. nJangan sombong kamu tai onta'"
negative,Btw saya sudah melewati fase pe anyaan2 atheis.. yang dengan itu justru mendorong iman saya ke tkt ihsan insyaallah tak tergoyahkan kalau menghadapi bani ateis liberal.'
positive,Gak cocok antara antara langit dan bumi kampret cebong..tapi lebih adem cebong'
negative,PERNYATAAN SIKAP PILKADA DAMAI DAN ANTI HOAX WARGA DESA LAE LUHUNG KABUPATEN DAIRI.
positive,"Jadi Orang Minang Tidak Salah pilih, walaupun Kalah tapi tidak Ikut memenangkan Rezim penyengsara rakyat dan berpihak pada Komunis."
positive,"Briziek lu,.. Salah tempat kamu pada tokai onta bani cabul..'"
negative,gue memang menel ngua memang suka modus sana sini ngua memang brengsek ngua memang bukan anak baik-baik ntapi nsekali gue sayang tolong jangan anggap itu semua palsu nsekali gue serius tolong jangan permainan hati gua'
negative,PPP Jangan Buru-buru Tolak Wacana Pilkada Lewat DPRD
negative,Dan jangan munafik kita butuh visual yang wah untuk menarik yang non-fans. Maka dari itu we need Yireon Sakura Wonyoung Yoonjin lagi pula mereka tidak cuma jual tampang doang Terbukti mereka sukses jadi center dan suaranya juga oke'
negative,Qaumi ekajati conference jamiat ul ulama e hind....Janab Mohd Ali Shabb...
negative,najis ya Allah serem'
negative,"Lain betul suasana hati mengantuk tapi kena belajar sebab besok e ni. Mouse tidak function kena ampas, ingin putus putus kena kasih patah terus. '"
negative,najis tidak mau membelai jablay'
positive,KPK banyak semrawut juga goblok...bubarkan saja c toh banyak kasus mengambang begitu saja..hahh haram URL
negative,Bangkai apa om?'
negative,Jalan Salib di Kota Ambon Potensial jadi Objek Wisata Religius
positive,Jgan di suruh mundur nanti pak jokowi di bilang menzalimi gatot
negative,Bom WTC untuk minyak di Irak. Apa kabar?'
positive,"Memang tidak semua orang kiri (Komunis, Sosialis, Mar ) itu bermental pengkhianat , ajaran anti agama mereka buang. nTapi perbandingan nya 1 99'"
positive,mereka itu gerindra antek ORBA yang dekat dengan KKN
positive,ahmad dhani yang terhormat paling babi paling anjing aku kontol paling lonte tunggu saat nya karier mu akan habis!!!!
negative,Kalo nete 5 menit sekali anak lulove pingsan'
negative,"8. setengah dari mereka adalah anak-anak. nAktivis dan pejabat #Palestina mengatakan bahwa rencana pengusiran warga Palestina di area tersebut, untuk memeperluas pemukiman ilegal Yahudi yaitu Kefar Adumim, Yerusalem, Tepi Barat.'"
negative,"Kalau mau bini senantiasa kurus, putih, nurut, kamu nikah saja sama bihun, taplak. Heran sama laki model gitu. n9 bulan kita menahan macam macam sakit, penderitaan, belum nyinyiran orang laen, belum mengurus rumah, mengurus suami. Lu kata lahirkan anak dilepeh?'"
negative,Cowok ganteng si ack pamer kontol besar berurat di kamar URL
negative,"Sebelumnya, Presiden Joko Widodo mengetahui ada 34 proyek pembangkit listrik yang mangkrak."
positive,"Hei kampret goblok,idiot bin pekok...,kau baca ini. nPekok dipelihara peet kampret... nmasih msu tanya lagi sehat kapan Turki dan Israel punya hubungan Diplomatik? URL"
positive,Goblok kamu kunyuk'
negative,*Jembatan fenomenal dengan pemandangan fenomenal pula.Bravoo Presiden Jokowi ð???*Pembangunan Jembatanâ?¦ #RakyatB3rsamaJKW
negative,"""Terlalu Sulitkah Bangsa Indonesia untuk Mengetahui Informasi Benar Tentang Jatidiri Presiden Jokowi?"" - Chirpstory"
positive,KPK di berhentikan? Yang paling bagus itu DPR yang di bubarkan bos 
negative,Aseng lah nih forever young. Aku dengar ulang ulang sial dengan musik video sekali'
negative,"Pak MenAg tak boleh membiarkan penipuan ini terus terjadi, harus ada penjelasan Muhammad sesuai Quran"
negative,"Biasakan mencari sumber berita yang jelas. Ini saya bantu kasih link, website resmi yang membangun bandaranya. Perencanaan memang sudah lama, tapi groundbreaking dimulai 2016 oleh Jokowi."
negative,"Hanya ateis yang tidak mengenal Tuhan,....'"
negative,Demi apa di barel ada bom???? Sekarang wilayah kampus sudah kena...'
positive,"Tangkap Ahok Sekarang Juga, Share Jika Setuju !!!"
positive,"Ketika prof bahas fiksi yang tidak menyinggung agama te entu setibanya ramai seolah olah penistaan, tetapi Bu Suk yang jelas jelas merendahkan azan, hijab, syariat islam tidak berkoar, SITU SEHAT??? #ILCJokowiPrabowoBerbalasPantun"
negative,"Aku bantu jawab deh selebihnya cari sendiri nISLAM (qurban) Sapi, kambing, Onta nINUS (qurban) Ayam, burung nNAH LHO masih mau inus..sedangkan burung kamu saja mau di korbanin '"
negative,"Lau Kaanal Bainanal Habib - Ulamaâ?? sepakat bahwa selawat pasti diterima, karena dalam rangka memuliakan Rasulullah SAW. Ada penyair yang berkata. Ø£Ù?Ø¯Ù?Ù?Ù? Ø§Ù?ØµÙ?Ù?Ù?Ø§Ù?Ø©Ù? Ø¹Ù?Ù?Ù?Ù? Ù?Ù?Ø­Ù?Ù?Ù?Ù?Ø¯Ù? Ù?Ù?Ù?Ù?Ø¨Ù?Ù?Ù?Ù?Ù?Ù?Ù?Ø§ Ø­Ù?ØªÙ?Ù?Ù?Ø§..."
negative,"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali be emu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018"
negative,Foto Mengintip Penampakan Jamban Jadul Koleksi Museum di Jepang -=- BANGSA pe sama yang menggunakan JAMBAN adalah ................'
negative,"Lagi ribut soal Islam Nusantara, lah saya dulu sekolah di Islam Terpadu, auto kafir tidak ya? n#IslamNusantara'"
positive,Tokoh islam = prabowo nPa ai islam = gerindra nKntl'
negative,"Digempur isu SARA , isu PKI dan berbagai fitnah lainnya, tapi Jokowi masih tetap kokoh berdiri, cinta dan dukungan rakyat yang tulus yang membuat beliau kuat.. '"
negative,Semua lelaki yang sudah pada ngentot mami tidak pernah bosan dengan jepitan pepek mami... mereka bilang lebih puas dengan mami '
negative,"Di sekolah negeri yang ada cuma Islam dan Kristen, itu tok. Udah begitu ruang kelas agamanya dikasih yang gudang, bocor dan bolong2. Yagitu deh'"
negative,"Astaga. Coba segera kasih foto before-afternya kalau ada, Min ."
positive,70 juta pendukung jokowi siap menangkan pemilihan presiden 2019...biar kaum sumbu pendek makin kejang kejang
negative,[Foto] #PDIPerjuangan Silaturahmi ke Imam Besar Masjid Istiqlal.
negative,"itu pas gue baru saja ditabok sih edi eh tyo, jadi bibir gue menyon. barbar memang itu sih kunyuk n- chandra URL"
negative,iya di aku masih membicarakan Kristen bel masa'
negative,Kalau kristen nusantara ada tidak ya? Budha nusantara ada ga? Mungkin nanti ada mengikuti aliran ini'
negative,Pdhal yang bikin ambang batas rezim Prihatin.. eh semua salah jokowi '
positive,"Ahok Taik. MENFITNAH . Emang kamu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT"""""""
positive,People yang teriak teriak ganyang PKI ini pasti jaman menonton layar tancap film G30SPKI duduk depan diri
negative,Oh ternyata tidak butuh waktu lama untuk sih monyet masuk kandang lagi URL
negative,Daya tarik utama mengonsumsi Buah Iblis adalah kemampuan khusus yang akan diperoleh setelahnya'
positive,"Tai lah,, kalau rakyat jelata sewenang- wenang kalian menderek,, giliran anggota DPRD eeemelawan,, mana buktinya kalau di mata hukum kita sama?..'"
positive,tai memang luh'
positive,kalau ahok masih menjabat gubernur di labrak itu rumah sakit
positive,Anda sudah tahu Kebajikan Khonghucu Pak Lukman? Tidak ada ajaran cocok cocok penis dengan 4 istri dan penggal kafir kan?
positive,"Knp yang ada prabowo dalam nama nya..selalu ada sesuatu gitu??? Gajelas, bisanya Cuma memecah bangsa URL"
negative,"Dalam kristenpun juga ada kristen jawa, kristen batak, kristen toraja, kristen timur, dll. Kristen batak pun diperkecil lagi ke batak karo, batak simalungun, dll. Kami tidak permasalahkan hal itu, selama baik dan tidak nyelew"
positive,Ku akui kamu memang manis nTapi kamu iblis nKau pikir kaulah segalanya.....'
negative,Mantap Pak Presiden...ð???ð???ð??? Horas... JOKOWI2PRIODE
positive,"Abu Janda melaporkan Pak ke Polda Metro Jaya. Padahal koleganya sih gun lebih dahulu mengatakan ""Kitab suci Fiksi yang di yakini"". alamak.. Ayo, Abu Janda laporkan sekalian sih gun ya. ??"
negative,"Iya, beliau warga Katolik di sana. Cek DM nggih.'"
positive,KRISTEN membunuh di Afghanistan.
positive,Gppalah... sudah sadar dan insyaf ternyata calon presiden yang dia dukung dipemilihan presiden 2014 kemarin ternyata sontoloyo '
negative,wkwk bodoh zof'
negative,Asli punya nMw minta video/foto kontol gue lgi? Ini nnmor WA gue 6289637850869 nTonton bagian terakhirnya b '
positive,kamu sompret kan ada nama pengguna lu.'
negative,"Dia bukan lucu lagi tapi sudah sarap, bawa dia pulang gratis tanpa garansi mbar. '"
negative,"Udah lihat instagram story' mahasiswa kampang mengeluh dengan tugasnya belum hari ini?"""
positive,banyak cocot'
negative,Jinyoung lah paling cocok cinta banyak tulisan thailand di komentar sama latin. Aku berasa bacakan komentar di video musik gatse. Malah ada yang war antek princess sama antek eonni. Inces kayak keamanan dan kete iban lah apa apa diakui credits ke dia.'
negative,ONTA SIAPA YANG DIBALIK. KASIAN IH ((((('
negative,"""Sampai dengan 1998, kita bisa memenuhi hampir 80 persen kebutuhan bawang putih nasional. Kita dulu jaya sekali untuk hasil pe anian bawang putih. Tapi sekarang kita impor bawang putih sudah 97 persen,"""
positive,Bro..lu pikir asing sama asing kasih hutang tidak ada maksud terselubung..gk ada makan siang yang gratis..asal kamu tau cebong macam kamu bakal musnah kalau tidak ada yang kasih makan...faham kamu lae'
negative,Ada Kesamaan dalam diri Mantan Presiden Sukarno dan Calon Presiden Rizal Ramli
negative,(43) Program18 Melindungi sepenuhnya seluruh produk warisan budaya / ekspresi budaya tradisional dan hak cipta para seniman. #Asyikm3nang #Asyikm3nang
negative,"Bodo ah, malas buat pacaran. Gue yang jomlo kenapa kamu yang repot.'"
negative,Blangko lagi dipakai TKA China.'
positive,"saya suka kalimat sepe i ini ustadz,halus tetapi menghujam ke sanubari ? #2019GantiPresiden"
positive,"Arsul Sani Jangan Sampai Ada Guantanamo di Indonesia > DPR cepat gelar RDPU, klarifikasi siapa Muhammad & Allah SWT"
negative,"Siapa yang sembah batu?siapa yang sembah pohon?ayo jawab,Hindu?Budha?ayo kita cari tahu siapa yang baca dan belajar.'"
positive,GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA '
negative,Himpunan nTai nIblis'
negative,Tak perlu berkecil hati nOrang Yg modelnya kayak gitu nUdah tidak punya akal sehat. nGa beda jauh sama orang gila nMasih banyak yang akalnya waras dan normal. nDgn dia menghinanya nTidak akan mengurangi nKeimanan seseorang yang di hina.'
negative,"Kitab adalah Wahyu, bukan fiksi. Bahkan rukun iman salah satunya adalah percaya kitab Allah. Jadi 100% menista agama. Merendahkan kitab suci. Tidak perlu di bahas lagi."
positive,Bagaimana mungkin Kementerian Agama menghapus Teroris Islam di Indonesia? Lukman Hakim S. tidak paham Islam
negative,baru pe sama kalau kulum kontol nih kayaknya URL
positive,Alah bangkai lah kamu sudah balik sendiri padan muka kamu jejauh sana hahahaa'
positive,Ayo jujur.. Kalian lebih suka pemimpin duduk bareng Ulama atau pemimpin naik chopper?? Jangan lupa menyalakan tagarnya #2019GantiPesinden
negative,"3723 AKBP Frido Situmorang, S.H., S.I.K. Tingkatkan Ukwah Islam Gelar Perlombaan NUSANTARAEXPRESS, RANTAUPRAPAT â??Â Dalam rangka memperingati Israâ?? Miâ??raj Nabi besar Muhammad SAW dan menyambut bulan suci Ramadhan Polres Labuhanbatu gelar perlombaanâ?¦"
positive,"Shame on kamu silvy !! Ga malu fitnah?? Tuh rasakan pak ahok panas, sekak mat DebatFinalPilkadaJKT"
negative,Memek kalau sudah basah begini enak banget keluar masuk pakai jari jadi licin.'
negative,"Tempe Penyet di bumbuin nhalo monyet ge pain?? ntempe penyet ge murah nada monyet ge marah,,. ntempe penyet sayur buncis nayo,,monyet senyum donk .. plisssssssss '"
negative,"Sebanyak 1,8 juta orang tenaga kerja asal Indonesia bermasalah di luar negeri. Terutama di 32 negara tempat mereka bekerja,dengan yang paling banyak bekerja di negeri Jiran Malaysia. URL '"
positive,"Main ke pos ronda mengharapkan teman ngobrol, yang ada bocah main mobil legend bangsad'"
positive,"Itu Pabrik lokasi nya di Belanda, ToloL kok di piara.'"
negative,"Hadiri Lokakarya Kebudayaan Daerah, Bupati Rupinus Ajak Masyarakat Sekadau Rawat dan Manfaatkan ObjekÂ Budaya"
positive,lengserkan jokowi saja kok repo ! jika punya presiden dan pembantunya tidak sanggup sejahterakan rakyatnya !
negative,"Mau sampai budek di deact kayak bagaimana pun akunnya jinkiw kalau memang ada kebijakan baru, itu akun tidak akan masuk mantap gue rasa .g'"
negative,Mau pilkada/pemilu yang jelas
positive,"Politisi TAI BABI pagi pagi sudah berkoar,,, ucapan kamu tidak dibutuhkan untuk NKRI,, karena kamu adalah PENJILAT BANGSA. Kutu Loncat URL"
negative,"Bandara Internasional Ke ajati saya harapkan bisa diuji coba pada bulan Mei 2018.Bandara ini bisa menampung sekitar 5,6 juta penumpang (tahap I), terbesar kedua setelah Soekarno-Hatta.Semoga bandara ini secara konkret bisa menggerakkan perekonomian di sel"
negative,iya kalau buka langsung sipit banget kata teman tetapi sepe inya biasa aja'
negative,"Setuju. Kalo susah ke morowali, bisa di cek di ngurah rai bali. Pintu asing dibuka selebar-lebarnya.'"
negative,Lesbian itu dimana mana. Sampe teman sendiri saja lesbi'
negative,"#MaleTrip Pantai Pahawang Lampung, Jumat-Minggu, 20-22 April 2018, khusus cowok, kuota terbatas. Rp550.000/orang. Mepo Pelabuhan Merak. Info lengkap langsung Whatsapp 081905356969 ð??¨â??â?¤ï¸?â??ð???â??ð??¨ #Gayvid #Lokalhangat"
negative,Setiap memek cewek itu beda. nmemek beda juga.bulu nya juga tidak begitu.gak ada yang tau gimana.yg tau cuma paca '
positive,"Bergelar Profesor Doktor ditololkan atau menampakkan diri jadi orang tolol karena mengutip Quran, sangat disayangkan"
positive,Lo kalau ada masalah sama gue langsung saja bilang ke gue .. Jangan cuma bisanya bacot kamu doang yang koar koar di belakang gue !! Fak pengecut lo'
negative,"Semua agama itu baik. Saya tidak percaya kalau seseorang itu harus memeluk agama A agar bisa masuk Surga. Mau islam, Kristen, Hindu, Buddha, semua mengajarkan kasih dan kebaikan. Agama ada karena Tuhan mau kita punya hidup yang lurus dan baik. Masuk surga"
negative,Mendukung rezim yang merampas tanah termasuk yang destrukrif ngga? *eh'
negative,"pembangunan yang mangkrak sampai be ahun2 dikebut dan diselesaikan dengan baik dan cepat oleh jokowi mulai dari jalanan, tol dan masih banyak lagi. sekarang sudah mulai masa pemilihan presiden semua orang lagi mencari kesalahan satu sama lain. harus tetap berhati hati"
negative,"""teko o rek!"" nmksdnya bukan arek, tapi perek'"
positive,"Bangkai ah, awas kamu memfitnah gue iya boker'"
positive,"Mentri sontoloyo, profesor sontoloyo, fan sontoloyo, ayo siapa lagi mau jadi kaum sontoloyo .. !?!?'"
positive,Lengserkan Jokowi sekarang juga..
positive,"Giliran diperingatkan sama pelayan jogernya, baru mau mundur. Mana bikin barisan sendiri banyak banget lagi. Tolol.'"
negative,"pastinya kan teman baik lebih paham kondisi keuangan kita dibanding ahli ekonomi, jadi bisa kasih saran yang lebih obyektif pastinya... #LPSSahabatNasabah #YukNabung"
positive,"Ciee orang kafir mau masuk surganya orang islam, tapi tidak bisa, dan tidak bakal bisa, silakan cari surga lain, kalau ada '"
negative,Duduk di jamban.'
negative,Sy lebih suka spiritual dari pada agama mas.. Saya cinta hindu islam katolik budha'
positive,"??? buruk sekali perilaku anda, Djan Faridz saya tak kenal dan tak pernah ketemu selama pilpres. Sutiyoso saya tau dan saya dukung dulu jadi Ka BIN. Anda ngawur dalam hal ini. Tolong ganti dulu ava mu, kasihan Almarhum Lopa km pakai wajahnya sementara km itukan"
positive,Bangga jadi anak PKI GebukPKI wkwk
positive,Yg gubernur lama kebanyakan direcoki di demo demo orang Bodoh yang pakai surban!!!!lah gubernur yang sekarang 8 bulan apa aja????cuma ongkang ongkang di kantor kakak
